Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,Study,cell_lines,producer,library_strat
SRR3161759,2016-11-23T16:17:14Z,2016-02-10T18:53:46Z,17950937,3626089274,17950937,202,1474,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161759.sralite.1,SRX1570962,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322704,SAMN04501029,simple,10029,Cricetulus griseus,GSM2059628,,,,,,,no,,,,,GEO,SRA352747,,public,5C2B0D30D82F43013605CC79FBEED556,2138839C3FFA8834CF5E76D5A21B2A3B,Hefzi,CHO-S,FALSE,PolyA
SRR3161760,2016-11-23T16:17:14Z,2016-02-10T18:54:33Z,18121994,3660642788,18121994,202,1494,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161760.sralite.1,SRX1570963,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322705,SAMN04501030,simple,10029,Cricetulus griseus,GSM2059629,,,,,,,no,,,,,GEO,SRA352747,,public,3C09C74FD88C03EC53989F34FC189F66,CAEF57EA0A1EFDD3A4865579242683C7,Hefzi,CHO-S,FALSE,PolyA
SRR3161761,2016-11-23T16:17:14Z,2016-02-10T18:52:58Z,16383833,3309534266,16383833,202,1355,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161761.sralite.1,SRX1570964,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322703,SAMN04501031,simple,10029,Cricetulus griseus,GSM2059630,,,,,,,no,,,,,GEO,SRA352747,,public,F55D1B8BFD3494D91543C2F4B380EB23,D3835FC7EC6AE127B65B6D353D9CE45E,Hefzi,CHO-S,FALSE,PolyA
SRR3161762,2016-11-23T16:17:14Z,2016-02-10T19:01:05Z,17127997,3459855394,17127997,202,1396,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161762.sralite.1,SRX1570965,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322702,SAMN04501032,simple,10029,Cricetulus griseus,GSM2059631,,,,,,,no,,,,,GEO,SRA352747,,public,0762DE0BF0DB04FD89B9F7E95AD9994F,8F97A56F087F326AD0D33A10EE2D84A4,Hefzi,CHO-S,FALSE,PolyA
SRR3161763,2016-11-23T16:17:14Z,2016-02-10T18:51:24Z,17184365,3471241730,17184365,202,1409,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161763.sralite.1,SRX1570966,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322700,SAMN04501033,simple,10029,Cricetulus griseus,GSM2059632,,,,,,,no,,,,,GEO,SRA352747,,public,BCBBD3E53C91D037E7684A0C9B6434E8,B87E13CD3D8D662A8E09692303DC5834,Hefzi,CHO-S,FALSE,PolyA
SRR3161764,2016-11-23T16:17:14Z,2016-02-10T18:56:04Z,18361273,3708977146,18361273,202,1490,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/161/SRR3161764/SRR3161764.sralite.1,SRX1570967,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322701,SAMN04501034,simple,10029,Cricetulus griseus,GSM2059633,,,,,,,no,,,,,GEO,SRA352747,,public,BE1180B673A3AB7CE8C014E63E8940E0,2A648B0E64EB1B84281D985E79D29288,Hefzi,CHO-S,FALSE,PolyA
SRR3161765,2016-11-23T16:17:14Z,2016-02-10T19:01:24Z,18640687,3765418774,18640687,202,1523,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161765.sralite.1,SRX1570968,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322699,SAMN04501035,simple,10029,Cricetulus griseus,GSM2059634,,,,,,,no,,,,,GEO,SRA352747,,public,B574CB54851C1C6B658BE6C835FD3015,0A64671D3857C773ACFA6640783F3576,Hefzi,CHO-S,FALSE,PolyA
SRR3161766,2016-11-23T16:17:14Z,2016-02-10T19:00:22Z,22269632,4498465664,22269632,202,1826,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161766.sralite.1,SRX1570969,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322698,SAMN04501036,simple,10029,Cricetulus griseus,GSM2059635,,,,,,,no,,,,,GEO,SRA352747,,public,C5657A877C93460752A5960DDD48FE58,87A0FC23B8366CDC14860070D52AF251,Hefzi,CHO-S,FALSE,PolyA
SRR3161767,2016-11-23T16:17:14Z,2016-02-10T18:57:05Z,19682302,3975825004,19682302,202,1628,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161767.sralite.1,SRX1570970,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322696,SAMN04501037,simple,10029,Cricetulus griseus,GSM2059636,,,,,,,no,,,,,GEO,SRA352747,,public,B556A5046C7784CB72EAFC3D76307709,0E1EE6F6D5FE441DC7D16368935F5D60,Hefzi,CHO-S,FALSE,PolyA
SRR3161768,2016-11-23T16:17:14Z,2016-02-10T18:54:15Z,18115355,3659301710,18115355,202,1496,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161768.sralite.1,SRX1570971,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322697,SAMN04501038,simple,10029,Cricetulus griseus,GSM2059637,,,,,,,no,,,,,GEO,SRA352747,,public,59018BED3410C27269615DE01DF3E70E,CE06DAC9287A76CDFAF2BB82F8BED2DF,Hefzi,CHO-S,FALSE,PolyA
SRR3161769,2016-11-23T16:17:14Z,2016-02-10T18:55:10Z,21220037,4286447474,21220037,202,1755,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161769.sralite.1,SRX1570972,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322695,SAMN04501039,simple,10029,Cricetulus griseus,GSM2059638,,,,,,,no,,,,,GEO,SRA352747,,public,2E21E50B1EB4E7A81698F38ECB23EFEA,9A508B5A65E21A6BA5FE8ECAD16EACBB,Hefzi,CHO-S,FALSE,PolyA
SRR3161770,2016-11-23T16:17:14Z,2016-02-10T18:57:49Z,19754055,3990319110,19754055,202,1621,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161770.sralite.1,SRX1570973,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322693,SAMN04501040,simple,10029,Cricetulus griseus,GSM2059639,,,,,,,no,,,,,GEO,SRA352747,,public,CAEED772E607F7F67A7EA10212915E1A,2572887C44304B7BCC7074E368F956A5,Hefzi,CHO-S,FALSE,PolyA
SRR3161771,2016-11-23T16:17:14Z,2016-02-10T18:55:01Z,19697609,3978917018,19697609,202,1621,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161771.sralite.1,SRX1570974,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322694,SAMN04501041,simple,10029,Cricetulus griseus,GSM2059640,,,,,,,no,,,,,GEO,SRA352747,,public,934B9BBCFF80551B6F3F691F756A3528,D24045BC73ACD29AAB995784BB0B877C,Hefzi,CHO-S,FALSE,PolyA
SRR3161772,2016-11-23T16:17:14Z,2016-02-10T18:51:23Z,18354420,3707592840,18354420,202,1504,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161772.sralite.1,SRX1570975,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322692,SAMN04501042,simple,10029,Cricetulus griseus,GSM2059641,,,,,,,no,,,,,GEO,SRA352747,,public,CECFDB82420E027904570F0DC18E452A,C2FFD568DCFD9C110D9B3E9E61CEE3F9,Hefzi,CHO-S,FALSE,PolyA
SRR3161773,2016-11-23T16:17:14Z,2016-02-10T18:54:17Z,19369315,3912601630,19369315,202,1588,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161773.sralite.1,SRX1570976,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322691,SAMN04501043,simple,10029,Cricetulus griseus,GSM2059642,,,,,,,no,,,,,GEO,SRA352747,,public,1074389D1DB6F32D0499E07CB5490DCD,E6FA915DFA882D0A2379ACF6A7A3D2A4,Hefzi,CHO-S,FALSE,PolyA
SRR3161774,2016-11-23T16:17:14Z,2016-02-10T18:59:41Z,21780627,4399686654,21780627,202,1792,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161774.sralite.1,SRX1570977,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322690,SAMN04501044,simple,10029,Cricetulus griseus,GSM2059643,,,,,,,no,,,,,GEO,SRA352747,,public,5EEA4EEE91D89F2BCF5C2830FC93D1D9,6456EE50E11DF5831F5C75C2A16C984C,Hefzi,CHO-S,FALSE,PolyA
SRR3161775,2016-11-23T16:17:14Z,2016-02-10T18:52:32Z,21823759,4408399318,21823759,202,1787,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161775.sralite.1,SRX1570978,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322689,SAMN04501045,simple,10029,Cricetulus griseus,GSM2059644,,,,,,,no,,,,,GEO,SRA352747,,public,96B1A102C7A4C6C5AA0A482704DDE859,915431A6C3FB29B485A1FE8DFB8A676C,Hefzi,CHO-S,FALSE,PolyA
SRR3161776,2016-11-23T16:17:14Z,2016-02-10T19:00:48Z,20921419,4226126638,20921419,202,1736,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/161/SRR3161776/SRR3161776.sralite.1,SRX1570979,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322688,SAMN04501046,simple,10029,Cricetulus griseus,GSM2059645,,,,,,,no,,,,,GEO,SRA352747,,public,6035EC1138242A1C38C50039FFB775AF,55D577D3A0302FE082FDEAE3D7732097,Hefzi,CHO-S,FALSE,PolyA
SRR3161777,2016-11-23T16:17:14Z,2016-02-10T18:50:09Z,19002412,3838487224,19002412,202,1579,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/161/SRR3161777/SRR3161777.sralite.1,SRX1570980,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322686,SAMN04501047,simple,10029,Cricetulus griseus,GSM2059646,,,,,,,no,,,,,GEO,SRA352747,,public,20E905A01D05D5FC0DDE09096992951D,681669A40474282E330EC914932CA3B7,Hefzi,CHO-S,FALSE,PolyA
SRR3161778,2016-11-23T16:17:14Z,2016-02-10T18:55:47Z,18921011,3822044222,18921011,202,1554,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161778.sralite.1,SRX1570981,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322687,SAMN04501048,simple,10029,Cricetulus griseus,GSM2059647,,,,,,,no,,,,,GEO,SRA352747,,public,9C28C8945C9C96341AE52F46F98E47B6,A8F310A418C59522173D11CEC9E5C288,Hefzi,CHO-S,FALSE,PolyA
SRR3161779,2016-11-23T16:17:14Z,2016-02-10T18:51:06Z,16614088,3356045776,16614088,202,1373,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161779.sralite.1,SRX1570982,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322685,SAMN04501049,simple,10029,Cricetulus griseus,GSM2059648,,,,,,,no,,,,,GEO,SRA352747,,public,93AF2A4BBF161393D8BFD21652FC34B7,FB32942DB2B347C3D69259B054DD1BB1,Hefzi,CHO-S,FALSE,PolyA
SRR3161780,2016-11-23T16:17:14Z,2016-02-10T18:49:15Z,15888151,3209406502,15888151,202,1303,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161780.sralite.1,SRX1570983,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322684,SAMN04501050,simple,10029,Cricetulus griseus,GSM2059649,,,,,,,no,,,,,GEO,SRA352747,,public,EBE8F7944494639293B4138CD8588890,B0F252469BC4705CFAFBFD54DD999215,Hefzi,CHO-S,FALSE,PolyA
SRR3161781,2016-11-23T16:17:14Z,2016-02-10T18:54:27Z,22540211,4553122622,22540211,202,1843,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161781.sralite.1,SRX1570984,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322682,SAMN04501051,simple,10029,Cricetulus griseus,GSM2059650,,,,,,,no,,,,,GEO,SRA352747,,public,B20D2192A907F2DE5EA452AD8AF407BD,65E2FEAAEEC1F3436C5F728D45EAB9EE,Hefzi,CHO-S,FALSE,PolyA
SRR3161782,2016-11-23T16:17:14Z,2016-02-10T18:52:55Z,21877031,4419160262,21877031,202,1804,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161782.sralite.1,SRX1570985,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322681,SAMN04501052,simple,10029,Cricetulus griseus,GSM2059651,,,,,,,no,,,,,GEO,SRA352747,,public,A80389C6F3728A4242508F2C23CEF4FC,AC67A5188B4EC4E8F3688D04AAF14B7C,Hefzi,CHO-S,FALSE,PolyA
SRR3161783,2016-11-23T16:17:14Z,2016-02-10T18:55:25Z,21124983,4267246566,21124983,202,1742,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/161/SRR3161783/SRR3161783.sralite.1,SRX1570986,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322683,SAMN04501053,simple,10029,Cricetulus griseus,GSM2059652,,,,,,,no,,,,,GEO,SRA352747,,public,9CECD6C29535797A4FF72A57B5A94C07,D1F0B7F6F9594279BA44E28491DD2564,Hefzi,CHO-S,FALSE,PolyA
SRR3161784,2016-11-23T16:17:14Z,2016-02-10T18:53:00Z,20814575,4204544150,20814575,202,1723,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161784.sralite.1,SRX1570987,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322680,SAMN04501054,simple,10029,Cricetulus griseus,GSM2059653,,,,,,,no,,,,,GEO,SRA352747,,public,DB06BED7F7CCA8657895427BA51DB9E3,E1DBF4D44CE7E2CF5ACAECCF1104A300,Hefzi,CHO-S,FALSE,PolyA
SRR3161785,2016-11-23T16:17:14Z,2016-02-10T18:53:08Z,17608129,3556842058,17608129,202,1450,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161785.sralite.1,SRX1570988,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322679,SAMN04501055,simple,10029,Cricetulus griseus,GSM2059654,,,,,,,no,,,,,GEO,SRA352747,,public,7140525A5F9EE77DA31F10624C85D4D5,796EA8DAF76AF2A4F6B696864A340B81,Hefzi,CHO-S,FALSE,PolyA
SRR3161786,2016-11-23T16:17:14Z,2016-02-10T18:57:41Z,23989682,4845915764,23989682,202,1962,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/161/SRR3161786/SRR3161786.sralite.1,SRX1570989,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322678,SAMN04501056,simple,10029,Cricetulus griseus,GSM2059655,,,,,,,no,,,,,GEO,SRA352747,,public,76BF1D734E6F93128B21EA96F7E2A000,12742F8C83AA4492DE2430B2CFCBD31D,Hefzi,CHO-S,FALSE,PolyA
SRR3161787,2016-11-23T16:17:14Z,2016-02-10T19:00:29Z,22138168,4471909936,22138168,202,1806,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/161/SRR3161787/SRR3161787.sralite.1,SRX1570990,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322677,SAMN04501057,simple,10029,Cricetulus griseus,GSM2059656,,,,,,,no,,,,,GEO,SRA352747,,public,AEC1C2C0A1A648E46407C2F57C5C49B4,6CD869A919652694A0ECBEA1209B7076,Hefzi,CHO-S,FALSE,PolyA
SRR3161788,2016-11-23T16:17:14Z,2016-02-10T18:55:03Z,20203793,4081166186,20203793,202,1644,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161788.sralite.1,SRX1570991,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322676,SAMN04501058,simple,10029,Cricetulus griseus,GSM2059657,,,,,,,no,,,,,GEO,SRA352747,,public,9FACC8EA2E8122D96F8FED907E6E979F,5EC05DFB363BA62950D413DE27888678,Hefzi,CHO-S,FALSE,PolyA
SRR3161789,2016-11-23T16:17:14Z,2016-02-10T18:51:39Z,18219797,3680398994,18219797,202,1485,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161789.sralite.1,SRX1570992,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322674,SAMN04501059,simple,10029,Cricetulus griseus,GSM2059658,,,,,,,no,,,,,GEO,SRA352747,,public,728F6FC8133EA9B87DD5F9E9D8F9075D,B8B843C9085E7E0B605A076537BD1ACA,Hefzi,CHO-S,FALSE,PolyA
SRR3161790,2016-11-23T16:17:14Z,2016-02-10T18:52:48Z,18296961,3695986122,18296961,202,1499,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/161/SRR3161790/SRR3161790.sralite.1,SRX1570993,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322673,SAMN04501060,simple,10029,Cricetulus griseus,GSM2059659,,,,,,,no,,,,,GEO,SRA352747,,public,3C456F9D1A187C7CAF873DD2A27EE56A,859B11C39D145292C867C3D70F2CA835,Hefzi,CHO-S,FALSE,PolyA
SRR3161791,2016-11-23T16:17:14Z,2016-02-10T18:49:52Z,18831763,3804016126,18831763,202,1537,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/161/SRR3161791/SRR3161791.sralite.1,SRX1570994,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322672,SAMN04501061,simple,10029,Cricetulus griseus,GSM2059660,,,,,,,no,,,,,GEO,SRA352747,,public,D061D0035EC13FD50B1256646D74871B,2E75B566827B96C946C7589B8CDD4878,Hefzi,CHO-S,FALSE,PolyA
SRR3161792,2016-11-23T16:17:14Z,2016-02-10T18:51:38Z,17354966,3505703132,17354966,202,1421,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/161/SRR3161792/SRR3161792.sralite.1,SRX1570995,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322671,SAMN04501062,simple,10029,Cricetulus griseus,GSM2059661,,,,,,,no,,,,,GEO,SRA352747,,public,AF4B033C925C4E4F5D4A424403811A77,4DD92D5DC89FFD7BEAB76234A3B3D546,Hefzi,CHO-S,FALSE,PolyA
SRR3161793,2016-11-23T16:17:14Z,2016-02-10T18:56:10Z,19418625,3922562250,19418625,202,1597,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/161/SRR3161793/SRR3161793.sralite.1,SRX1570996,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322670,SAMN04501063,simple,10029,Cricetulus griseus,GSM2059662,,,,,,,no,,,,,GEO,SRA352747,,public,3959C6CE82A6A18D05025D7ADC150B85,7736BBCAC49D5D5B774624E6ACC7AF03,Hefzi,CHO-S,FALSE,PolyA
SRR3161794,2016-11-23T16:17:14Z,2016-02-10T18:50:09Z,19271951,3892934102,19271951,202,1564,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161794.sralite.1,SRX1570997,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322675,SAMN04501064,simple,10029,Cricetulus griseus,GSM2059663,,,,,,,no,,,,,GEO,SRA352747,,public,1D22B39E128C8C3A490B868156BC3A91,BF4BF2E866A151BF5CCD859BE016C5B4,Hefzi,CHO-S,FALSE,PolyA
SRR3161795,2016-11-23T16:17:14Z,2016-02-10T18:53:32Z,19380907,3914943214,19380907,202,1582,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR003/161/SRR3161795.sralite.1,SRX1570998,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322669,SAMN04501065,simple,10029,Cricetulus griseus,GSM2059664,,,,,,,no,,,,,GEO,SRA352747,,public,F9840184192AE89F2BD3AE8F0ACF6CE8,3A6F19680B9F16846CC56328696CE58C,Hefzi,CHO-S,FALSE,PolyA
SRR3161796,2016-11-23T16:17:14Z,2016-02-10T18:54:44Z,15826988,3197051576,15826988,202,1291,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/161/SRR3161796/SRR3161796.sralite.1,SRX1570999,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP069883,PRJNA311594,2,311594,SRS1322668,SAMN04501066,simple,10029,Cricetulus griseus,GSM2059665,,,,,,,no,,,,,GEO,SRA352747,,public,18EFDA45FF9264FB5FF1EE9A4E8528CC,352A61EA83E89BBB98DCCFF9A257F08A,Hefzi,CHO-S,FALSE,PolyA
SRR5812564,2018-02-12T16:54:06Z,2017-07-08T00:16:56Z,73631696,14873602592,73631696,202,8966,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/812/SRR5812564.sralite.1,SRX2991083,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP111368,PRJNA393479,2,393479,SRS2343053,SAMN07334547,simple,10029,Cricetulus griseus,GSM2696081,,,,,,,no,,,,,GEO,SRA584991,,public,A4E9290392D9E255E5AB28F2A38A231E,44C297ED5FA12C8C15F88E31EAD79C46,Orellana,CHO-K1,TRUE,PolyA
SRR5812565,2018-02-12T16:54:06Z,2017-07-08T00:17:56Z,70799413,14301481426,70799413,202,8640,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/812/SRR5812565.sralite.1,SRX2991084,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP111368,PRJNA393479,2,393479,SRS2343052,SAMN07334560,simple,10029,Cricetulus griseus,GSM2696082,,,,,,,no,,,,,GEO,SRA584991,,public,0E0A4A08300FDA3667A4F0F2936BE1A7,773A3674374D594BCD44D0CC11281467,Orellana,CHO-K1,TRUE,PolyA
